"test.id","bottle.id","substrate","ISR","vol.bot","vol.hs","m.inoc","m.sub","m.inoc.vs","m.sub.vs"
266,1200,"SC",1.0067,NA,NA,120,2.8453,2.3374,2.3218
266,1201,"SC",2.0165,NA,NA,120,1.4205,2.3374,1.1591
266,1202,"SC",2.0169,NA,NA,120,1.4202,2.3374,1.1589
266,1203,"SC",2.0142,NA,NA,120,1.4221,2.3374,1.1604
266,1204,"SD",0.99712,NA,NA,120,2.7131,2.3374,2.3441
266,1205,"SD",0.99694,NA,NA,120,2.7136,2.3374,2.3446
266,1206,"SD",0.99664,NA,NA,120,2.7144,2.3374,2.3452
266,1207,"SD",1.9926,NA,NA,120,1.3577,2.3374,1.1731
266,1208,"SD",1.9951,NA,NA,120,1.356,2.3374,1.1716
266,1209,"SD",1.9923,NA,NA,120,1.3579,2.3374,1.1732
267,1015,"BK",NA,NA,500,98.982,NA,2.0258,NA
267,1016,"BK",NA,NA,500,98.982,NA,2.0258,NA
267,1017,"BK",NA,NA,500,98.982,NA,2.0258,NA
267,1018,"CEL",2.026,NA,1010,98.982,1.01,2.0258,0.9999
267,1019,"CEL",2.026,NA,1010,98.982,1.01,2.0258,0.9999
267,1020,"CEL",2.0061,NA,1010,98.982,1.02,2.0258,1.0098
267,1021,"SC",1.0133,NA,1010,98.982,2.45,2.0258,1.9992
267,1022,"SC",1.0133,NA,1010,98.982,2.45,2.0258,1.9992
267,1023,"SC",1.0174,NA,1010,98.982,2.44,2.0258,1.991
267,1024,"SC",2.0184,NA,1010,98.982,1.23,2.0258,1.0037
267,1025,"SC",1.9703,NA,1010,98.982,1.26,2.0258,1.0282
267,1026,"SC",1.9097,NA,1010,98.982,1.3,2.0258,1.0608
267,1027,"SD",1.0194,NA,1010,98.982,2.3,2.0258,1.9872
267,1028,"SD",1.0239,NA,1010,98.982,2.29,2.0258,1.9786
267,1029,"SD",1.0239,NA,1010,98.982,2.29,2.0258,1.9786
267,1030,"SD",2.0213,NA,1010,98.982,1.16,2.0258,1.0022
267,1031,"SD",2.0567,NA,1010,98.982,1.14,2.0258,0.98496
267,1032,"SD",2.004,NA,1010,98.982,1.17,2.0258,1.0109
268,1111,"BK",NA,NA,NA,250.03,NA,2.5016,NA
268,1112,"BK",NA,NA,NA,249.99,NA,2.5012,NA
268,1113,"BK",NA,NA,NA,250.03,NA,2.5016,NA
268,1114,"BK",NA,NA,NA,250.03,NA,2.5016,NA
268,1115,"CEL",2.0947,NA,NA,250.17,1.207,2.503,1.1949
268,1116,"CEL",2.0692,NA,NA,250,1.221,2.5013,1.2088
268,1117,"CEL",2.0844,NA,NA,249.98,1.212,2.5011,1.1999
268,1118,"SC",2.0888,NA,NA,250.43,1.47,2.5056,1.1995
268,1119,"SC",2.0953,NA,NA,251.04,1.469,2.5117,1.1987
268,1120,"SC",2.074,NA,NA,250,1.478,2.5013,1.206
268,1121,"SC",2.1319,NA,NA,252.99,1.455,2.5312,1.1873
268,1122,"SD",1.0359,NA,NA,250.12,2.796,2.5025,2.4157
268,1123,"SD",1.135,NA,NA,268.76,2.742,2.689,2.3691
268,1124,"SD",1.0573,NA,NA,250,2.738,2.5013,2.3656
268,1125,"SD",1.0523,NA,NA,252.27,2.776,2.524,2.3985
269,1270,"BK",NA,NA,894.9,84.38,0,1.8467,NA
269,1271,"BK",NA,NA,894.6,84.73,0,1.8543,NA
269,1272,"BK",NA,NA,894.4,84.86,0,1.8572,NA
269,1273,"CEL",1.861,NA,869.8,84.2,1.0002,1.8427,0.9902
269,1274,"CEL",1.8629,NA,876.6,84.38,1.0013,1.8467,0.99129
269,1275,"CEL",1.8514,NA,877.8,83.96,1.0025,1.8375,0.99248
269,1276,"SC",1.8775,NA,894.5,84.55,1.2078,1.8504,0.98556
269,1277,"SC",1.9158,NA,886.5,84.72,1.186,1.8541,0.96778
269,1278,"SC",1.879,NA,891.8,84.48,1.2058,1.8488,0.98393
270,903,"BK",NA,NA,NA,400,NA,4.7699,NA
270,904,"BK",NA,NA,NA,400,NA,4.7699,NA
270,905,"BK",NA,NA,NA,400,NA,4.7699,NA
270,906,"CEL",1.9992,NA,NA,400,2.41,4.7699,2.3859
270,907,"CEL",1.9992,NA,NA,400,2.41,4.7699,2.3859
270,908,"CEL",1.9992,NA,NA,400,2.41,4.7699,2.3859
270,909,"SC",2.0226,NA,NA,400,2.89,4.7699,2.3582
270,910,"SC",2.0226,NA,NA,400,2.89,4.7699,2.3582
270,911,"SC",2.0226,NA,NA,400,2.89,4.7699,2.3582
270,912,"SD",0.99651,NA,NA,400,5.54,4.7699,4.7866
270,913,"SD",0.99651,NA,NA,400,5.54,4.7699,4.7866
270,914,"SD",0.99651,NA,NA,400,5.54,4.7699,4.7866
271,1418,"SC",1.9988,NA,NA,1901.5,13.97,22.786,11.4
271,1419,"CEL",2.0184,NA,NA,1902.7,11.41,22.8,11.296
271,1420,"CEL",1.9879,NA,NA,1900.2,11.57,22.77,11.454
271,1421,"CEL",2.0125,NA,NA,1900.4,11.43,22.773,11.316
271,1422,"BK",NA,NA,NA,1901.1,NA,22.781,NA
271,1423,"BK",NA,NA,NA,1901.8,NA,22.79,NA
271,1424,"BK",NA,NA,NA,1902.6,NA,22.799,NA
271,1425,"SC",1.9997,NA,NA,1903.7,13.98,22.812,11.408
271,1426,"SC",1.9895,NA,NA,1900.7,14.03,22.776,11.448
271,1427,"SC",0.9993,NA,NA,1900.6,27.93,22.775,22.791
271,1428,"SC",0.99805,NA,NA,1901,27.97,22.779,22.824
271,1429,"SC",0.99755,NA,NA,1900,27.97,22.768,22.824
271,1430,"SD",1.005,NA,NA,1901.4,26.24,22.785,22.671
271,1431,"SD",1.0006,NA,NA,1900.3,26.34,22.771,22.758
271,1432,"SD",1.004,NA,NA,1900.9,26.26,22.778,22.689
272,1180,"BK",NA,NA,NA,399.96,NA,8.5018,NA
272,1181,"SD",0.89722,NA,NA,399.33,10.95,8.4884,9.4608
272,1182,"SD",0.89653,NA,NA,400.48,10.99,8.5129,9.4954
272,1183,"SD",0.89776,NA,NA,401.03,10.99,8.5246,9.4954
272,1184,"BK",NA,NA,NA,400.12,NA,8.5052,NA
272,1185,"BK",NA,NA,NA,400.27,NA,8.5084,NA
272,1186,"CEL",1.8162,NA,NA,400.09,4.73,8.5046,4.6827
272,1187,"CEL",1.808,NA,NA,399.14,4.74,8.4844,4.6926
272,1188,"CEL",1.8082,NA,NA,401.71,4.77,8.539,4.7223
272,1189,"SC",1.7462,NA,NA,403.54,6.02,8.5779,4.9123
272,1190,"SC",1.7352,NA,NA,399.67,6,8.4957,4.896
272,1191,"SC",1.7376,NA,NA,399.55,5.99,8.4931,4.8878
273,769,"BK",NA,NA,387.91,157,NA,2.0206,NA
273,770,"BK",NA,NA,387.91,157,NA,2.0206,NA
273,771,"BK",NA,NA,387.91,157,NA,2.0206,NA
273,772,"SC",2.0635,NA,387.91,157,1.2,2.0206,0.9792
273,773,"SC",2.0635,NA,387.91,157,1.2,2.0206,0.9792
273,774,"SC",2.0635,NA,387.91,157,1.2,2.0206,0.9792
273,775,"CEL",2.041,NA,387.91,157,1,2.0206,0.99
273,776,"CEL",2.041,NA,387.91,157,1,2.0206,0.99
273,777,"CEL",2.041,NA,387.91,157,1,2.0206,0.99
273,778,"SD",1.0562,NA,387.91,78,1.1,1.0039,0.9504
273,779,"SD",1.0562,NA,387.91,78,1.1,1.0039,0.9504
273,780,"SD",1.0562,NA,387.91,78,1.1,1.0039,0.9504
274,1651,"BK",NA,NA,440.39,447.09,NA,8.7796,NA
274,1652,"SD",1.674,NA,440.36,447.07,6.07,8.7793,5.2445
274,1653,"SD",1.6731,NA,439.17,448.31,6.09,8.8036,5.2618
274,1654,"SD",1.6771,NA,440.24,447.16,6.06,8.781,5.2358
274,1655,"BK",NA,NA,440.27,447.05,NA,8.7789,NA
274,1656,"BK",NA,NA,439.91,447.14,NA,8.7806,NA
274,1657,"CEL",3.5907,NA,440.35,447.12,2.47,8.7802,2.4453
274,1658,"CEL",3.59,NA,440.23,447.04,2.47,8.7787,2.4453
274,1659,"CEL",3.6054,NA,440.03,447.14,2.46,8.7806,2.4354
274,1660,"SC",3.3324,NA,439.65,447.27,3.23,8.7832,2.6357
274,1661,"SC",3.3308,NA,440.31,447.05,3.23,8.7789,2.6357
274,1662,"SC",3.3009,NA,439.85,447.15,3.26,8.7808,2.6602
